EmployeeID,Age,Gender,JobRole,YearsAtCompany,Salary,JobSatisfaction,PerformanceScore,WorkLifeBalance,Left
499,30,Male,Data Scientist,7,97323,2,4,5,No
500,48,Male,Business Analyst,6,68673,4,5,5,No
501,23,Male,Compliance Analysts,3,36625,4,5,5,No
502,26,Female,Financial Analyst,12,47299,5,2,3,No
503,50,Male,Network Engineer,8,73079,1,3,1,No
504,58,Male,Business Intelligence Analyst,28,78667,5,1,1,No
505,59,Female,Software Engineer,1,109476,1,5,3,No
506,40,Female,Data Scientist,10,117049,3,1,3,No
507,29,Male,Software Engineer,15,34445,2,4,1,No
508,22,Female,Business Analyst,7,78643,4,5,2,No
509,43,Female,Business Intelligence Analyst,9,108582,2,4,3,Yes
510,38,Female,Data Scientist,7,114924,4,1,5,No
511,28,Male,Customer Support Specialist,26,83826,5,1,1,No
512,46,Male,Product Manager,17,72689,1,5,4,No
513,25,Female,UX/UI Designer,10,76286,3,1,4,No
514,57,Male,Product Manager,14,37548,3,3,5,No
515,27,Male,HR Specialist,1,91728,1,1,1,No
516,52,Male,Product Manager,29,81396,1,3,1,No
517,40,Male,Software Developer,10,90304,3,5,3,No
518,48,Male,Business Analyst,6,87641,3,2,2,No
519,31,Female,Compliance Analysts,13,70452,5,5,1,No
520,47,Male,Product Manager,23,59397,2,1,2,No
521,40,Male,Operations Manager,27,74295,2,4,4,No
522,24,Male,Marketing Analyst,6,98200,2,3,4,No
523,34,Male,Data Scientist,12,77344,1,4,4,No
524,49,Male,Sales Manager,7,64543,3,1,1,No
525,41,Female,Business Analyst,15,41335,5,3,1,No
526,49,Male,Project Manager,11,40011,1,5,2,No
527,29,Male,Marketing Analyst,8,90576,3,2,4,No
528,22,Female,Project Manager,29,30124,2,1,3,No
529,24,Male,Accountant ,28,101165,5,2,3,No
530,34,Female,Data Engineer,6,101374,1,2,3,No
531,49,Male,Data Engineer,10,61794,3,3,4,No
532,46,Female,Business Intelligence Analyst,19,67826,5,1,4,No
533,54,Male,Business Analyst,19,59387,4,1,5,No
534,59,Female,Data Scientist,13,72143,4,5,4,No
535,27,Male,Business Analyst,13,74791,5,2,1,Yes
536,53,Male,Software Engineer,16,100755,4,5,5,No
537,42,Male,Data Engineer,5,77246,2,4,5,No
538,37,Male,Software Engineer,20,30723,4,3,1,No
539,42,Female,Marketing Analyst,7,44545,4,4,3,No
540,32,Male,Operations Manager,12,48048,1,1,2,No
541,58,Male,Marketing Analyst,12,32147,5,4,3,No
542,57,Male,HR Specialist,7,55823,4,2,3,No
543,56,Female,Accountant ,7,87221,1,3,5,No
544,40,Male,Financial Analyst,16,88170,4,5,1,Yes
545,41,Male,HR Specialist,9,119533,3,4,2,No
546,39,Male,Financial Analyst,2,78793,3,2,2,No
547,35,Female,Quality Assurance Engineer,22,54020,1,2,1,No
548,36,Male,Product Manager,20,53226,1,1,3,No
549,52,Male,Network Engineer,16,102063,4,2,2,No
550,22,Male,UX/UI Designer,11,48066,2,3,5,No
551,24,Male,Business Analyst,16,48160,3,3,3,No
552,37,Male,Quality Assurance Engineer,26,49428,4,1,1,Yes
553,44,Male,Marketing Analyst,22,77706,1,4,1,No
554,32,Female,Software Engineer,19,31953,3,3,5,No
555,33,Female,Accountant ,2,96233,4,4,1,No
556,31,Female,Product Manager,14,103372,3,2,4,No
557,53,Male,Customer Support Specialist,4,101205,1,1,4,No
558,37,Female,Accountant ,7,100226,3,1,5,No
559,29,Male,Quality Assurance Engineer,22,48233,2,3,1,No
560,59,Male,Financial Analyst,14,64541,5,2,5,Yes
561,33,Male,Business Intelligence Analyst,4,61913,1,5,5,No
562,45,Male,Marketing Analyst,1,96305,3,5,2,No
563,49,Male,Quality Assurance Engineer,29,59327,4,4,4,No
564,29,Male,Accountant ,4,74811,4,2,1,Yes
565,49,Male,Quality Assurance Engineer,27,78929,4,3,4,No
566,57,Male,Data Engineer,19,57094,4,3,5,No
567,47,Male,Product Manager,29,55660,2,1,4,No
568,29,Female,Network Engineer,13,82798,1,2,3,No
569,49,Female,Compliance Analysts,3,106486,3,3,1,No
570,49,Female,UX/UI Designer,4,80991,2,4,2,No
571,58,Female,Network Engineer,21,108733,5,3,4,No
572,57,Female,Sales Manager,12,32780,1,5,1,No
573,48,Female,Marketing Analyst,25,91597,4,5,2,No
574,38,Female,Product Manager,11,91762,2,2,2,No
575,30,Male,UX/UI Designer,16,40087,5,3,2,No
576,54,Female,Financial Analyst,11,119098,5,1,4,No
577,41,Male,Compliance Analysts,27,118137,3,2,1,Yes
578,34,Male,Quality Assurance Engineer,9,66847,3,2,3,No
579,49,Female,Data Scientist,8,56318,2,2,5,No
580,50,Male,Data Scientist,27,102418,5,5,3,No
581,34,Male,Product Manager,1,48981,2,3,4,No
582,56,Male,Network Engineer,3,102427,2,3,4,No
583,27,Female,Customer Support Specialist,25,91022,5,5,3,No
584,39,Female,Financial Analyst,9,106538,5,1,1,No
585,26,Male,Business Intelligence Analyst,22,63629,2,1,1,No
586,46,Male,Operations Manager,11,39491,4,3,3,No
587,23,Female,Customer Support Specialist,8,39581,3,2,5,No
588,31,Female,Business Intelligence Analyst,6,118718,2,3,5,No
589,51,Male,Quality Assurance Engineer,25,92571,4,1,1,No
590,26,Female,Business Intelligence Analyst,6,64382,1,1,2,No
591,54,Male,Accountant ,26,51658,5,3,2,No
592,22,Male,Operations Manager,14,36763,5,3,1,No
593,39,Female,Project Manager,7,56578,3,4,5,No
594,53,Female,Quality Assurance Engineer,25,84330,1,3,3,No
595,32,Male,Accountant ,1,57117,4,5,5,No
596,42,Male,Marketing Analyst,20,87424,1,5,1,No
597,47,Male,HR Specialist,10,97488,5,4,3,No
598,46,Female,Business Analyst,28,115558,4,4,1,No
599,43,Female,Quality Assurance Engineer,13,81714,1,3,3,No
600,48,Male,Quality Assurance Engineer,22,90966,4,2,5,No
601,34,Male,Sales Manager,18,80795,5,2,5,No
602,54,Male,Quality Assurance Engineer,24,74023,3,5,3,Yes
603,55,Female,Operations Manager,28,35254,3,4,5,No
604,56,Male,Data Scientist,13,118796,1,1,5,No
605,22,Male,Product Manager,17,81094,5,4,2,No
606,42,Female,Sales Manager,28,67115,1,3,5,No
607,27,Male,Data Scientist,16,70638,2,1,4,No
608,49,Male,Operations Manager,18,40675,4,3,2,No
609,38,Male,Business Intelligence Analyst,19,112162,1,3,4,No
610,26,Male,Data Engineer,12,63936,2,4,3,No
611,52,Female,Quality Assurance Engineer,24,36863,2,4,1,No
612,26,Male,Software Developer,27,115255,2,3,5,No
613,59,Male,Business Analyst,5,99996,3,1,2,No
614,24,Male,Data Scientist,23,50255,4,4,4,No
615,44,Male,UX/UI Designer,10,55431,4,5,1,No
616,58,Male,Data Engineer,15,105423,2,3,5,No
617,58,Male,Data Scientist,9,115860,1,2,1,No
618,31,Female,Business Intelligence Analyst,23,91813,2,3,1,No
619,31,Female,Software Developer,6,106236,5,1,1,No
620,40,Female,Customer Support Specialist,9,85770,5,1,1,No
621,38,Female,Financial Analyst,29,89241,1,4,3,Yes
622,42,Female,Operations Manager,15,30602,5,4,4,No
623,35,Female,Marketing Analyst,6,78722,4,2,5,No
624,30,Male,Network Engineer,4,76533,5,5,1,No
625,22,Male,Network Engineer,8,55296,1,3,3,No
626,34,Male,HR Specialist,12,34316,3,5,4,No
627,25,Male,Business Intelligence Analyst,22,46411,1,2,1,No
628,22,Female,Business Intelligence Analyst,19,35188,2,4,1,No
629,53,Male,Quality Assurance Engineer,19,69213,3,3,4,No
630,55,Male,Quality Assurance Engineer,3,110042,1,3,1,No
631,49,Male,Compliance Analysts,7,44389,3,5,3,Yes
632,52,Male,Sales Manager,23,31986,4,4,4,No
633,29,Female,Data Scientist,19,70714,4,1,4,No
634,47,Male,Software Engineer,17,85112,2,5,3,Yes
635,55,Female,Customer Support Specialist,22,48020,1,4,4,Yes
636,24,Male,UX/UI Designer,6,91073,1,5,2,No
637,33,Female,UX/UI Designer,2,57229,1,4,3,No
638,22,Male,Compliance Analysts,15,61497,1,2,5,No
639,26,Female,Customer Support Specialist,2,76788,2,5,5,No
640,51,Male,Sales Manager,25,96283,2,4,2,Yes
641,51,Male,Business Intelligence Analyst,11,93350,2,2,2,No
642,38,Male,Data Scientist,10,93755,2,1,4,No
643,44,Male,Quality Assurance Engineer,4,94540,5,3,4,No
644,36,Male,Software Developer,1,64031,2,5,3,No
645,58,Male,Marketing Analyst,28,73337,4,5,1,No
646,42,Male,Software Developer,18,100137,2,4,3,No
647,35,Male,Data Scientist,13,84442,4,2,1,Yes
648,23,Male,Software Engineer,6,116746,3,3,1,No
649,32,Male,Operations Manager,12,37254,4,2,4,No
650,59,Female,Customer Support Specialist,8,80148,2,5,4,Yes
651,55,Male,Project Manager,2,76167,2,5,4,No
652,59,Male,Software Developer,4,103631,3,2,2,Yes
653,55,Male,HR Specialist,10,37690,5,1,2,No
654,39,Male,Project Manager,25,92031,1,5,4,No
655,51,Male,Compliance Analysts,6,68809,3,2,5,No
656,36,Male,Customer Support Specialist,25,113875,1,3,5,No
657,48,Female,HR Specialist,19,67216,4,5,5,No
658,55,Female,Project Manager,19,119601,4,4,1,No
659,59,Male,Business Analyst,22,92720,4,1,1,No
660,54,Male,Sales Manager,26,105179,3,3,3,No
661,45,Male,Data Engineer,16,88839,1,2,3,No
662,36,Male,Project Manager,20,112841,4,4,2,No
663,51,Male,Operations Manager,3,63672,3,3,3,No
664,38,Female,Quality Assurance Engineer,19,72856,2,3,2,No
665,26,Male,Compliance Analysts,1,88491,5,4,3,No
666,50,Male,Sales Manager,14,34152,5,4,5,No
667,25,Male,Data Engineer,25,81979,2,3,2,No
668,31,Female,Marketing Analyst,21,58955,2,3,1,No
669,38,Male,Data Scientist,15,50363,2,3,3,No
670,31,Female,Business Intelligence Analyst,17,36266,1,5,3,No
671,38,Male,Financial Analyst,29,83732,2,2,2,No
672,41,Male,Project Manager,15,30905,4,2,4,No
673,45,Male,Project Manager,11,94421,4,4,4,No
674,26,Male,Business Intelligence Analyst,28,70445,3,3,5,No
675,55,Male,Product Manager,22,42344,2,3,3,No
676,27,Female,Sales Manager,25,50270,4,1,1,No
677,23,Male,Product Manager,23,84295,1,3,5,No
678,34,Male,Product Manager,23,86425,3,5,5,No
679,32,Male,HR Specialist,3,33066,5,5,2,No
680,44,Male,Software Developer,1,51347,3,1,1,No
681,37,Female,HR Specialist,16,100616,3,3,2,No
682,52,Male,UX/UI Designer,19,38661,4,1,3,No
683,32,Male,Sales Manager,23,91848,2,1,2,No
684,37,Male,Sales Manager,7,69679,4,5,2,No
685,29,Female,Business Analyst,29,77027,3,4,5,Yes
686,25,Male,Quality Assurance Engineer,2,82073,3,1,2,No
687,25,Male,Accountant ,18,70049,5,3,2,No
688,46,Male,Business Analyst,5,54410,2,5,4,No
689,24,Male,Software Engineer,16,63954,5,4,5,Yes
690,53,Female,Software Developer,10,40939,3,3,2,No
691,24,Male,Data Scientist,24,58808,2,4,4,No
692,48,Male,Data Engineer,23,118202,3,2,5,No
693,50,Male,Software Developer,12,30594,2,4,4,No
694,53,Male,Marketing Analyst,22,55534,1,2,4,No
695,40,Male,Accountant ,8,54632,4,1,3,No
696,42,Female,Compliance Analysts,12,81705,4,2,5,No
697,26,Male,Project Manager,13,56404,5,5,5,No
698,39,Male,Quality Assurance Engineer,12,54151,4,4,1,No
699,49,Male,Software Engineer,5,82153,3,3,3,No
700,43,Female,Sales Manager,29,96184,4,2,1,No
701,42,Male,HR Specialist,2,48818,3,4,3,No
702,27,Male,Accountant ,3,84178,5,3,5,No
703,22,Female,Marketing Analyst,22,69238,2,4,4,No
704,26,Male,Data Scientist,4,67873,1,1,4,No
705,33,Male,Business Analyst,4,45100,2,1,4,No
706,47,Male,Financial Analyst,15,87000,2,4,2,No
707,55,Male,Software Developer,3,38415,3,5,2,No
708,35,Male,Project Manager,5,83085,2,1,2,No
709,47,Female,Operations Manager,13,78829,2,2,2,No
710,48,Male,Customer Support Specialist,6,76236,5,2,3,No
711,30,Male,Data Scientist,26,99388,3,1,3,No
712,47,Male,Quality Assurance Engineer,18,37619,3,3,1,No
713,43,Male,Software Engineer,3,63449,5,1,4,No
714,51,Female,Data Engineer,2,119901,3,4,3,No
715,38,Male,Operations Manager,13,58395,5,3,3,No
716,47,Female,Business Analyst,17,105790,3,3,1,No
717,57,Female,Accountant ,19,33751,3,1,3,No
718,22,Female,Marketing Analyst,17,92423,2,2,4,No
719,29,Male,Quality Assurance Engineer,4,74234,1,4,5,No
720,56,Male,Project Manager,1,59774,5,4,4,No
721,36,Male,Financial Analyst,24,86020,5,5,3,No
722,43,Male,Software Engineer,12,37098,3,1,3,No
723,35,Male,Business Intelligence Analyst,22,42210,2,5,5,No
724,47,Male,Accountant ,6,76537,4,2,3,No
725,49,Female,Financial Analyst,7,32255,1,3,1,No
726,44,Male,Data Scientist,23,39297,4,1,2,No
727,35,Male,Business Intelligence Analyst,19,105197,2,2,5,No
728,45,Male,Software Developer,22,97192,5,3,3,No
729,23,Male,Financial Analyst,19,63702,4,4,2,No
730,47,Male,Compliance Analysts,17,51974,1,5,2,No
731,35,Male,Financial Analyst,8,87957,1,2,2,No
732,28,Male,Data Engineer,26,109601,5,1,5,No
733,24,Male,Quality Assurance Engineer,1,72136,1,4,5,No
734,44,Male,Business Analyst,13,59862,2,2,5,No
735,39,Male,Project Manager,13,89089,1,5,5,No
736,59,Male,Marketing Analyst,22,113963,2,2,4,No
737,56,Male,Product Manager,22,67393,5,5,3,No
738,36,Male,Product Manager,19,105951,1,2,4,Yes
739,46,Male,Software Engineer,2,97377,5,3,2,No
740,58,Male,Project Manager,2,86907,5,2,2,No
741,49,Female,HR Specialist,4,64279,3,5,5,No
742,31,Male,Business Analyst,21,54550,3,2,1,Yes
743,38,Male,Sales Manager,22,57714,4,3,2,No
744,43,Female,Quality Assurance Engineer,20,101163,5,5,3,No
745,47,Male,Business Intelligence Analyst,13,111885,2,2,2,No
746,46,Male,Financial Analyst,17,66861,5,3,5,No
747,38,Female,UX/UI Designer,15,45080,1,4,5,No
748,34,Male,UX/UI Designer,15,72335,3,4,1,Yes
749,41,Female,UX/UI Designer,11,96086,4,3,4,No
750,46,Male,Business Analyst,15,48759,2,2,1,No
751,25,Male,Financial Analyst,24,37182,4,1,2,No
752,31,Male,Compliance Analysts,4,89450,3,1,2,No
753,24,Male,Data Engineer,26,73461,2,3,3,No
754,39,Male,Operations Manager,19,71172,3,5,5,No
755,57,Female,Quality Assurance Engineer,24,64412,1,1,5,No
756,43,Male,Business Analyst,8,65366,1,5,5,No
757,55,Female,Software Developer,8,111268,5,2,2,No
758,29,Male,Marketing Analyst,3,54518,2,5,5,No
759,40,Female,Project Manager,7,39003,4,5,1,No
760,58,Male,Business Intelligence Analyst,24,114039,3,4,5,No
761,27,Male,Data Engineer,20,31146,1,2,2,No
762,47,Male,UX/UI Designer,20,36863,5,5,1,No
763,55,Male,Software Engineer,11,110867,3,2,2,No
764,27,Male,Product Manager,18,78790,2,5,4,No
765,58,Male,Quality Assurance Engineer,27,118708,2,3,3,No
766,54,Male,Project Manager,17,44750,5,2,5,No
767,43,Male,Operations Manager,1,103842,4,3,3,No
768,42,Male,Sales Manager,17,77894,1,1,2,No
769,27,Female,Quality Assurance Engineer,7,50839,3,1,1,No
770,27,Male,HR Specialist,28,117060,5,5,4,Yes
771,25,Male,Project Manager,16,82173,5,4,3,No
772,51,Female,Customer Support Specialist,3,98547,1,3,5,No
773,32,Male,Operations Manager,16,86593,4,2,4,No
774,51,Female,Operations Manager,16,65017,5,5,1,No
775,52,Female,Business Intelligence Analyst,1,96837,2,5,5,No
776,45,Male,Compliance Analysts,5,74187,2,1,3,No
777,30,Female,Business Intelligence Analyst,6,114238,4,5,4,No
778,24,Male,Marketing Analyst,17,96845,3,2,3,No
779,52,Female,UX/UI Designer,13,100975,4,2,1,No
780,58,Male,Network Engineer,28,30358,3,4,2,No
781,57,Male,Business Analyst,18,73052,3,2,3,Yes
782,45,Female,Customer Support Specialist,19,81660,3,1,2,No
783,52,Female,Accountant ,3,49833,2,5,2,Yes
784,27,Male,Software Engineer,16,57380,5,4,2,No
785,23,Male,Marketing Analyst,17,41999,3,3,5,Yes
786,41,Male,HR Specialist,17,43690,2,3,3,No
787,49,Female,Product Manager,4,90369,2,5,1,No
788,32,Male,Business Intelligence Analyst,27,36466,1,4,3,No
789,25,Female,Product Manager,9,35770,2,3,4,No
790,36,Male,Business Analyst,3,67125,4,2,3,No
791,27,Male,Sales Manager,28,52939,5,1,2,No
792,51,Male,Compliance Analysts,17,113779,3,5,5,No
793,59,Female,Accountant ,3,102172,5,2,2,No
794,23,Female,Data Engineer,12,111696,5,2,4,No
795,36,Male,Operations Manager,7,106878,4,2,4,No
796,32,Female,Quality Assurance Engineer,7,55551,4,3,4,No
797,29,Female,Product Manager,15,50323,3,1,3,No
798,47,Female,Business Analyst,14,51932,1,2,3,No
799,26,Female,Accountant ,9,33970,3,5,4,No
800,27,Male,UX/UI Designer,24,69967,3,2,3,No
801,47,Male,Quality Assurance Engineer,12,80974,3,4,5,No
802,25,Male,Accountant ,29,42067,3,1,1,Yes
803,40,Female,Network Engineer,18,55753,1,3,2,No
804,41,Female,UX/UI Designer,17,89546,2,4,3,No
805,54,Male,Sales Manager,5,68260,2,5,5,No
806,41,Female,Network Engineer,28,76197,2,3,3,Yes
807,33,Female,Financial Analyst,17,31617,4,2,4,No
808,22,Male,Project Manager,15,87823,5,1,2,No
809,47,Male,Operations Manager,13,88102,3,4,3,No
810,35,Female,Accountant ,1,82259,4,3,4,No
811,59,Male,Software Engineer,24,82945,5,1,4,No
812,58,Male,Data Engineer,15,85096,5,2,4,No
813,32,Male,Software Developer,11,67664,1,3,2,No
814,57,Female,Project Manager,25,109982,4,1,2,No
815,34,Male,Compliance Analysts,18,62061,3,3,1,No
816,24,Female,Marketing Analyst,17,75047,5,5,5,No
817,54,Male,Customer Support Specialist,18,60060,2,3,3,No
818,27,Male,Marketing Analyst,12,97754,1,1,5,No
819,31,Male,Accountant ,17,87252,1,5,4,No
820,26,Female,Quality Assurance Engineer,5,107211,2,4,4,No
821,44,Male,Sales Manager,14,108935,2,4,4,No
822,31,Male,Financial Analyst,27,80463,1,3,3,Yes
823,23,Male,Quality Assurance Engineer,4,32131,4,3,1,No
824,34,Female,Sales Manager,9,119889,1,1,4,No
825,23,Male,Software Developer,10,59772,3,2,3,No
826,41,Male,Software Engineer,14,57996,1,3,4,Yes
827,22,Male,Financial Analyst,12,85435,2,1,1,No
828,58,Male,Quality Assurance Engineer,15,103283,1,4,4,No
829,30,Male,Operations Manager,8,33626,3,1,4,No
830,38,Male,HR Specialist,8,107200,2,4,5,No
831,30,Male,Quality Assurance Engineer,12,87879,2,2,5,No
832,32,Male,Software Developer,28,78715,5,2,4,No
833,36,Male,Operations Manager,6,47801,1,3,5,No
834,45,Male,Quality Assurance Engineer,5,42129,2,5,4,Yes
835,59,Female,Data Engineer,27,81316,1,5,2,No
836,56,Male,Marketing Analyst,19,70351,2,1,4,No
837,51,Male,Data Engineer,1,100852,2,2,1,No
838,52,Female,Network Engineer,28,47349,4,3,4,No
839,26,Male,Financial Analyst,21,56138,2,3,2,Yes
840,35,Male,Compliance Analysts,26,104727,3,3,2,No
841,32,Male,Marketing Analyst,16,60451,4,2,1,No
842,30,Male,UX/UI Designer,27,67575,5,2,4,No
843,55,Male,Compliance Analysts,1,40433,4,2,2,No
844,33,Female,Data Scientist,13,105447,4,1,1,No
845,56,Male,Data Engineer,22,65628,3,4,1,No
846,56,Male,Software Engineer,13,69109,2,1,2,No
847,22,Female,Sales Manager,24,106563,3,5,3,No
848,43,Male,Customer Support Specialist,17,33274,2,1,2,No
849,50,Male,Operations Manager,14,48381,5,1,5,No
850,29,Male,Customer Support Specialist,19,110177,2,5,2,No
851,32,Female,Business Analyst,19,95713,3,5,2,No
852,58,Male,Business Intelligence Analyst,3,49663,1,1,4,No
853,35,Male,Software Developer,3,110204,3,2,3,No
854,51,Male,Software Developer,23,46828,2,2,1,No
855,56,Male,Sales Manager,22,94289,1,3,5,No
856,42,Male,Business Analyst,24,47571,5,3,3,No
857,58,Male,Project Manager,15,89863,3,4,5,No
858,26,Male,Software Developer,9,117298,4,4,2,No
859,40,Female,Software Engineer,2,118639,2,3,3,No
860,35,Female,Marketing Analyst,18,74550,5,1,4,No
861,47,Female,Compliance Analysts,24,97590,2,1,3,No
862,25,Male,UX/UI Designer,25,54976,4,1,1,No
863,46,Male,Quality Assurance Engineer,3,69457,3,4,3,Yes
864,46,Male,Customer Support Specialist,29,69397,1,4,4,No
865,39,Male,HR Specialist,20,111145,3,5,1,No
866,29,Male,Data Scientist,1,86990,2,1,4,No
867,35,Male,Software Developer,8,37757,3,3,5,No
868,53,Male,Operations Manager,24,103302,1,5,4,No
869,59,Male,Accountant ,24,35304,4,4,5,No
870,54,Male,Accountant ,16,40419,2,5,4,No
871,44,Male,Marketing Analyst,28,40244,3,5,1,No
872,36,Female,Data Engineer,27,106389,4,3,1,No
873,54,Male,Software Engineer,18,37693,2,1,1,No
874,46,Female,Marketing Analyst,24,66040,4,4,4,No
875,38,Female,Quality Assurance Engineer,25,113716,3,3,4,No
876,54,Female,UX/UI Designer,14,44290,3,5,4,No
877,23,Female,Project Manager,4,65186,5,3,5,Yes
878,35,Male,UX/UI Designer,5,114100,5,5,4,No
879,27,Male,Business Intelligence Analyst,12,53691,3,2,3,Yes
880,27,Female,Product Manager,12,97670,5,4,2,Yes
881,24,Male,Sales Manager,7,49315,3,3,5,No
882,28,Male,Software Engineer,4,66636,5,1,3,No
883,29,Male,Business Intelligence Analyst,8,100544,4,5,5,No
884,36,Male,Sales Manager,11,81300,1,1,5,Yes
885,50,Female,Marketing Analyst,21,103187,4,3,3,No
886,54,Male,Sales Manager,15,75821,2,3,2,No
887,51,Male,Marketing Analyst,17,36078,2,1,4,No
888,48,Female,Business Intelligence Analyst,9,63007,5,5,1,No
889,57,Male,HR Specialist,24,73293,3,1,4,No
890,50,Female,Network Engineer,20,95484,5,1,2,No
891,59,Female,Software Engineer,4,61149,1,5,1,No
892,54,Female,Data Scientist,11,53206,4,2,1,No
893,58,Male,Accountant ,19,33162,4,4,5,No
894,48,Female,Network Engineer,23,83290,1,3,5,No
895,54,Male,Product Manager,6,69796,3,1,2,No
896,25,Male,Compliance Analysts,12,59975,2,3,2,No
897,43,Male,Product Manager,18,35271,5,2,1,No
898,23,Male,Data Engineer,13,73441,4,1,2,No
899,31,Female,Business Analyst,28,35966,2,5,1,Yes
900,26,Male,Sales Manager,11,75869,4,5,5,No
901,31,Male,Operations Manager,25,93242,5,5,2,No
902,54,Male,Product Manager,26,89292,3,1,3,No
